title,provider,subject,school,language,commitment_time,session,course_length(weeks),review count interval(강의시작일 + 강의수업길이 + 1분기<3개월>),review_count (from session start to the interval),total_review_count,total_review_average,pace,certification_available,url,level,price,,,
"Economics of Money and Banking, Part One",Coursera,Economics,Columbia University,English,5-7 hours a week,2015-05-03,7,2015-09-21,,11,4.909090909,Upcoming,Certificate Available,https://www.class-central.com/mooc/1051/coursera-economics-of-money-and-banking-part-one,null,null,,,"Starts on October 10, 2016"
"Economics of Money and Banking, Part One",Coursera,Economics,Columbia University,English,5-7 hours a week,2014-05-27,7,2014-10-15,,11,4.909090909,Upcoming,Certificate Available,https://www.class-central.com/mooc/1051/coursera-economics-of-money-and-banking-part-one,null,null,,,"October 11, 2016 - Self-Paced"
"Economics of Money and Banking, Part One",Coursera,Economics,Columbia University,English,5-7 hours a week,2013-09-01,7,2014-01-20,,11,4.909090909,Upcoming,Certificate Available,https://www.class-central.com/mooc/1051/coursera-economics-of-money-and-banking-part-one,null,null,,,"Starts on October 11, 2016"
Introduction to Sustainability,Coursera,Environmental Science and Sustainability,University of Illinois at Urbana-Champaign,English,8-10 hours a week,2015-08-24,8,2016-01-19,,11,4.909090909,Finished,null,https://www.class-central.com/mooc/434/coursera-introduction-to-sustainability,null,null,,,"Starts on October 11, 2016"
Introduction to Sustainability,Coursera,Environmental Science and Sustainability,University of Illinois at Urbana-Champaign,English,8-10 hours a week,2015-01-19,8,2015-06-16,,11,4.909090909,Finished,null,https://www.class-central.com/mooc/434/coursera-introduction-to-sustainability,null,null,,,"Starts on October 12, 2016"
Introduction to Sustainability,Coursera,Environmental Science and Sustainability,University of Illinois at Urbana-Champaign,English,8-10 hours a week,2014-08-25,8,2015-01-20,,11,4.909090909,Finished,null,https://www.class-central.com/mooc/434/coursera-introduction-to-sustainability,null,null,,,"Starts on October 12, 2016"
Introduction to Sustainability,Coursera,Environmental Science and Sustainability,University of Illinois at Urbana-Champaign,English,8-10 hours a week,2014-01-20,8,2014-06-17,,11,4.909090909,Finished,null,https://www.class-central.com/mooc/434/coursera-introduction-to-sustainability,null,null,,,"Starts on October 13, 2016"
Introduction to Sustainability,Coursera,Environmental Science and Sustainability,University of Illinois at Urbana-Champaign,English,8-10 hours a week,2013-08-26,8,2014-01-21,,11,4.909090909,Finished,null,https://www.class-central.com/mooc/434/coursera-introduction-to-sustainability,null,null,,,"Starts on October 13, 2016"
Introduction to Sustainability,Coursera,Environmental Science and Sustainability,University of Illinois at Urbana-Champaign,English,8-10 hours a week,2013-03-11,8,2013-08-06,,11,4.909090909,Finished,null,https://www.class-central.com/mooc/434/coursera-introduction-to-sustainability,null,null,,,"Starts on October 14, 2016"
Introduction to Sustainability,Coursera,Environmental Science and Sustainability,University of Illinois at Urbana-Champaign,English,8-10 hours a week,2012-08-27,8,2013-01-22,,11,4.909090909,Finished,null,https://www.class-central.com/mooc/434/coursera-introduction-to-sustainability,null,null,,,"Starts on October 17, 2016"
Genes and the Human Condition (From Behavior to Biotechnology),Coursera,Biology,"University of Maryland, College Park",English,5-8 hours a week,2016-07-04,8,2016-11-29,,11,4.909090909,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/597/coursera-genes-and-the-human-condition-from-behavior-to-biotechnology,null,null,,,"Starts on October 17, 2016"
Genes and the Human Condition (From Behavior to Biotechnology),Coursera,Biology,"University of Maryland, College Park",English,5-8 hours a week,2016-06-06,8,2016-11-01,,11,4.909090909,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/597/coursera-genes-and-the-human-condition-from-behavior-to-biotechnology,null,null,,,"Starts on October 17, 2016"
Genes and the Human Condition (From Behavior to Biotechnology),Coursera,Biology,"University of Maryland, College Park",English,5-8 hours a week,2014-06-23,8,2014-11-18,,11,4.909090909,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/597/coursera-genes-and-the-human-condition-from-behavior-to-biotechnology,null,null,,,"Starts on October 17, 2016"
Genes and the Human Condition (From Behavior to Biotechnology),Coursera,Biology,"University of Maryland, College Park",English,5-8 hours a week,2013-11-04,8,2014-03-30,,11,4.818181818,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/597/coursera-genes-and-the-human-condition-from-behavior-to-biotechnology,null,null,,,"Starts on October 18, 2016"
Genes and the Human Condition (From Behavior to Biotechnology),Coursera,Biology,"University of Maryland, College Park",English,5-8 hours a week,2013-04-22,8,2013-09-17,,11,4.818181818,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/597/coursera-genes-and-the-human-condition-from-behavior-to-biotechnology,null,null,,,"Starts on October 18, 2016"
"The Modern World, Part One: Global History from 1760 to 1910",Coursera,History,University of Virginia,English,2-4 hours a week,2016-07-04,7,2016-11-22,,11,4.818181818,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/430/coursera-the-modern-world-part-one-global-history-from-1760-to-1910,null,null,,,"Starts on October 18, 2016"
"The Modern World, Part One: Global History from 1760 to 1910",Coursera,History,University of Virginia,English,2-4 hours a week,2016-06-06,7,2016-10-25,,11,4.818181818,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/430/coursera-the-modern-world-part-one-global-history-from-1760-to-1910,null,null,,,"Starts on October 18, 2016"
"The Modern World, Part One: Global History from 1760 to 1910",Coursera,History,University of Virginia,English,2-4 hours a week,2016-05-09,7,2016-09-27,,11,4.818181818,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/430/coursera-the-modern-world-part-one-global-history-from-1760-to-1910,null,null,,,"Starts on October 19, 2016"
"The Modern World, Part One: Global History from 1760 to 1910",Coursera,History,University of Virginia,English,2-4 hours a week,2014-01-14,7,2014-06-04,,11,4.818181818,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/430/coursera-the-modern-world-part-one-global-history-from-1760-to-1910,null,null,,,"Starts on October 19, 2016"
"The Modern World, Part One: Global History from 1760 to 1910",Coursera,History,University of Virginia,English,2-4 hours a week,2013-01-14,7,2013-06-04,,11,4.454545455,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/430/coursera-the-modern-world-part-one-global-history-from-1760-to-1910,null,null,,,"Starts on October 20, 2016"
Genomic Data Science with Galaxy,Coursera,Data Analysis,Johns Hopkins University,English,3-5 hours a week,2016-07-04,4,2016-11-01,,11,4.090909091,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3473/coursera-genomic-data-science-with-galaxy,null,null,,,"Starts on October 24, 2016"
Genomic Data Science with Galaxy,Coursera,Data Analysis,Johns Hopkins University,English,3-5 hours a week,2016-06-06,4,2016-10-04,,11,4.090909091,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3473/coursera-genomic-data-science-with-galaxy,null,null,,,"Starts on October 24, 2016"
Genomic Data Science with Galaxy,Coursera,Data Analysis,Johns Hopkins University,English,3-5 hours a week,2016-04-11,4,2016-08-09,,11,4.090909091,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3473/coursera-genomic-data-science-with-galaxy,null,null,,,"Starts on October 25, 2016"
Genomic Data Science with Galaxy,Coursera,Data Analysis,Johns Hopkins University,English,3-5 hours a week,2016-03-14,4,2016-07-11,,11,4,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3473/coursera-genomic-data-science-with-galaxy,null,null,,,"Starts on October 26, 2016"
Genomic Data Science with Galaxy,Coursera,Data Analysis,Johns Hopkins University,English,3-5 hours a week,2016-02-15,4,2016-06-14,,11,4,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3473/coursera-genomic-data-science-with-galaxy,null,null,,,"Starts on October 27, 2016"
Genomic Data Science with Galaxy,Coursera,Data Analysis,Johns Hopkins University,English,3-5 hours a week,2016-01-18,4,2016-05-15,,11,4.272727273,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3473/coursera-genomic-data-science-with-galaxy,null,null,,,"Starts on October 31, 2016"
Genomic Data Science with Galaxy,Coursera,Data Analysis,Johns Hopkins University,English,3-5 hours a week,2015-12-07,4,2016-04-04,,11,4.272727273,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3473/coursera-genomic-data-science-with-galaxy,null,null,,,"Starts on October 31, 2016"
Genomic Data Science with Galaxy,Coursera,Data Analysis,Johns Hopkins University,English,3-5 hours a week,2015-11-02,4,2016-02-29,,11,4.272727273,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3473/coursera-genomic-data-science-with-galaxy,null,null,,,"October 31, 2016 - Self-Paced"
Genomic Data Science with Galaxy,Coursera,Data Analysis,Johns Hopkins University,English,3-5 hours a week,2015-10-05,4,2016-02-02,,11,4.909090909,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3473/coursera-genomic-data-science-with-galaxy,null,null,,,"Starts on November 1, 2016"
Genomic Data Science with Galaxy,Coursera,Data Analysis,Johns Hopkins University,English,3-5 hours a week,2015-09-07,4,2016-01-05,,11,4.909090909,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3473/coursera-genomic-data-science-with-galaxy,null,null,,,"November 1, 2016 - Self-Paced"
Genomic Data Science with Galaxy,Coursera,Data Analysis,Johns Hopkins University,English,3-5 hours a week,2015-08-03,4,2015-11-30,,11,4.909090909,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3473/coursera-genomic-data-science-with-galaxy,null,null,,,"Starts on November 1, 2016"
Genomic Data Science with Galaxy,Coursera,Data Analysis,Johns Hopkins University,English,3-5 hours a week,2015-07-06,4,2015-11-03,,11,4.909090909,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3473/coursera-genomic-data-science-with-galaxy,null,null,,,"Starts on November 1, 2016"
What is Social?,Coursera,Marketing,Northwestern University,English,1-3 hours a week,2016-07-04,4,2016-11-01,,11,4.545454545,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4205/coursera-what-is-social,null,null,,,"Starts on November 1, 2016"
What is Social?,Coursera,Marketing,Northwestern University,English,1-3 hours a week,2016-06-20,4,2016-10-18,,11,4.545454545,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4205/coursera-what-is-social,null,null,,,November 2016 - Self-Paced
What is Social?,Coursera,Marketing,Northwestern University,English,1-3 hours a week,2016-06-06,4,2016-10-04,,11,4.545454545,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4205/coursera-what-is-social,null,null,,,"Starts on November 1, 2016"
What is Social?,Coursera,Marketing,Northwestern University,English,1-3 hours a week,2016-05-23,4,2016-09-20,,11,4.545454545,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4205/coursera-what-is-social,null,null,,,"Starts on November 1, 2016"
What is Social?,Coursera,Marketing,Northwestern University,English,1-3 hours a week,2016-05-09,4,2016-09-06,,11,4.545454545,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4205/coursera-what-is-social,null,null,,,"November 1, 2016 - Self-Paced"
What is Social?,Coursera,Marketing,Northwestern University,English,1-3 hours a week,2016-04-25,4,2016-08-23,,11,4.545454545,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4205/coursera-what-is-social,null,null,,,November 2016 - Self-Paced
What is Social?,Coursera,Marketing,Northwestern University,English,1-3 hours a week,2016-04-11,4,2016-08-09,,11,4.545454545,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4205/coursera-what-is-social,null,null,,,"Starts on November 2, 2016"
What is Social?,Coursera,Marketing,Northwestern University,English,1-3 hours a week,2016-03-28,4,2016-07-25,,10,4.8,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4205/coursera-what-is-social,null,null,,,"Starts on November 2, 2016"
What is Social?,Coursera,Marketing,Northwestern University,English,1-3 hours a week,2016-03-14,4,2016-07-11,,10,4.8,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4205/coursera-what-is-social,null,null,,,"Starts on November 3, 2016"
What is Social?,Coursera,Marketing,Northwestern University,English,1-3 hours a week,2016-02-29,4,2016-06-28,,10,4.8,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4205/coursera-what-is-social,null,null,,,"Starts on November 7, 2016"
What is Social?,Coursera,Marketing,Northwestern University,English,1-3 hours a week,2016-02-15,4,2016-06-14,,10,4.8,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4205/coursera-what-is-social,null,null,,,"Starts on November 7, 2016"
What is Social?,Coursera,Marketing,Northwestern University,English,1-3 hours a week,2016-02-01,4,2016-05-29,,10,4.8,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4205/coursera-what-is-social,null,null,,,"Starts on November 7, 2016"
What is Social?,Coursera,Marketing,Northwestern University,English,1-3 hours a week,2016-01-18,4,2016-05-15,,10,4.7,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4205/coursera-what-is-social,null,null,,,"Starts on November 8, 2016"
What is Social?,Coursera,Marketing,Northwestern University,English,1-3 hours a week,2016-01-04,4,2016-05-01,,10,4.7,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4205/coursera-what-is-social,null,null,,,"Starts on November 9, 2016"
What is Social?,Coursera,Marketing,Northwestern University,English,1-3 hours a week,2015-12-21,4,2016-04-18,,10,4.7,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4205/coursera-what-is-social,null,null,,,"November 15, 2016 - Self-Paced"
What is Social?,Coursera,Marketing,Northwestern University,English,1-3 hours a week,2015-12-07,4,2016-04-04,,10,4.7,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4205/coursera-what-is-social,null,null,,,"Starts on November 15, 2016"
What is Social?,Coursera,Marketing,Northwestern University,English,1-3 hours a week,2015-11-23,4,2016-03-21,,10,4.7,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4205/coursera-what-is-social,null,null,,,"Starts on November 15, 2016"
What is Social?,Coursera,Marketing,Northwestern University,English,1-3 hours a week,2015-11-09,4,2016-03-07,,10,1.9,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4205/coursera-what-is-social,null,null,,,"Starts on November 17, 2016"
What is Social?,Coursera,Marketing,Northwestern University,English,1-3 hours a week,2015-10-26,4,2016-02-23,,10,1.9,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4205/coursera-what-is-social,null,null,,,"Starts on November 17, 2016"
What is Social?,Coursera,Marketing,Northwestern University,English,1-3 hours a week,2015-10-12,4,2016-02-09,,10,1.9,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4205/coursera-what-is-social,null,null,,,"Starts on November 29, 2016"
What is Social?,Coursera,Marketing,Northwestern University,English,1-3 hours a week,2015-09-28,4,2016-01-26,,10,1.9,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4205/coursera-what-is-social,null,null,,,December 2016 - Self-Paced
What is Social?,Coursera,Marketing,Northwestern University,English,1-3 hours a week,2015-09-14,4,2016-01-12,,10,1.9,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4205/coursera-what-is-social,null,null,,,December 2016 - Self-Paced
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Coursera,Algorithms,Hebrew University of Jerusalem,English,5-10 hours a week,2016-07-04,6,2016-11-15,,10,1.9,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3234/coursera-build-a-modern-computer-from-first-principles-from-nand-to-tetris-project-centered-course,null,null,,,Starts on Quarter 1 2017
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Coursera,Algorithms,Hebrew University of Jerusalem,English,5-10 hours a week,2016-06-20,6,2016-11-01,,10,1.9,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3234/coursera-build-a-modern-computer-from-first-principles-from-nand-to-tetris-project-centered-course,null,null,,,January 2017 - Self-Paced
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Coursera,Algorithms,Hebrew University of Jerusalem,English,5-10 hours a week,2016-06-06,6,2016-10-18,,10,1.9,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3234/coursera-build-a-modern-computer-from-first-principles-from-nand-to-tetris-project-centered-course,null,null,,,January 2017 - Self-Paced
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Coursera,Algorithms,Hebrew University of Jerusalem,English,5-10 hours a week,2016-05-23,6,2016-10-04,,10,1.9,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3234/coursera-build-a-modern-computer-from-first-principles-from-nand-to-tetris-project-centered-course,null,null,,,January 2017 - Self-Paced
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Coursera,Algorithms,Hebrew University of Jerusalem,English,5-10 hours a week,2016-05-09,6,2016-09-20,,10,1.9,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3234/coursera-build-a-modern-computer-from-first-principles-from-nand-to-tetris-project-centered-course,null,null,,,Starts on Quarter 1 2017
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Coursera,Algorithms,Hebrew University of Jerusalem,English,5-10 hours a week,2016-04-25,6,2016-09-06,,10,1.9,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3234/coursera-build-a-modern-computer-from-first-principles-from-nand-to-tetris-project-centered-course,null,null,,,January 2017 - Self-Paced
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Coursera,Algorithms,Hebrew University of Jerusalem,English,5-10 hours a week,2016-04-11,6,2016-08-23,,10,1.9,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3234/coursera-build-a-modern-computer-from-first-principles-from-nand-to-tetris-project-centered-course,null,null,,,"Starts on January 2, 2017"
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Coursera,Algorithms,Hebrew University of Jerusalem,English,5-10 hours a week,2016-03-28,6,2016-08-09,,10,1.9,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3234/coursera-build-a-modern-computer-from-first-principles-from-nand-to-tetris-project-centered-course,null,null,,,"January 2, 2017 - Self-Paced"
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Coursera,Algorithms,Hebrew University of Jerusalem,English,5-10 hours a week,2016-03-14,6,2016-07-25,,10,4.6,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3234/coursera-build-a-modern-computer-from-first-principles-from-nand-to-tetris-project-centered-course,null,null,,,"Starts on January 3, 2017"
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Coursera,Algorithms,Hebrew University of Jerusalem,English,5-10 hours a week,2016-02-29,6,2016-07-11,,10,4.6,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3234/coursera-build-a-modern-computer-from-first-principles-from-nand-to-tetris-project-centered-course,null,null,,,"January 3, 2017 - Self-Paced"
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Coursera,Algorithms,Hebrew University of Jerusalem,English,5-10 hours a week,2016-02-15,6,2016-06-28,,10,4.6,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3234/coursera-build-a-modern-computer-from-first-principles-from-nand-to-tetris-project-centered-course,null,null,,,"Starts on January 9, 2017"
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Coursera,Algorithms,Hebrew University of Jerusalem,English,5-10 hours a week,2015-04-11,6,2015-08-23,,10,4.6,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3234/coursera-build-a-modern-computer-from-first-principles-from-nand-to-tetris-project-centered-course,null,null,,,"Starts on January 18, 2017"
Greek and Roman Mythology,Coursera,Philosophy,University of Pennsylvania,English,8-10 hours a week,2016-07-11,10,2016-12-19,,10,4.6,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/353/coursera-greek-and-roman-mythology,null,null,,,"Starts on January 31, 2017"
Greek and Roman Mythology,Coursera,Philosophy,University of Pennsylvania,English,8-10 hours a week,2016-06-13,10,2016-11-22,,10,4.6,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/353/coursera-greek-and-roman-mythology,null,null,,,February 2017 - Self-Paced
Greek and Roman Mythology,Coursera,Philosophy,University of Pennsylvania,English,8-10 hours a week,2016-05-16,10,2016-10-25,,10,4.6,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/353/coursera-greek-and-roman-mythology,null,null,,,February 2017 - Self-Paced
Greek and Roman Mythology,Coursera,Philosophy,University of Pennsylvania,English,8-10 hours a week,2016-04-18,10,2016-09-27,,10,4.6,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/353/coursera-greek-and-roman-mythology,null,null,,,February 2017 - Self-Paced
Greek and Roman Mythology,Coursera,Philosophy,University of Pennsylvania,English,8-10 hours a week,2016-03-21,10,2016-08-30,,10,4.6,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/353/coursera-greek-and-roman-mythology,null,null,,,"February 7, 2017 - Self-Paced"
Greek and Roman Mythology,Coursera,Philosophy,University of Pennsylvania,English,8-10 hours a week,2016-02-22,10,2016-08-02,,10,4.6,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/353/coursera-greek-and-roman-mythology,null,null,,,"Starts on February 18, 2017"
Greek and Roman Mythology,Coursera,Philosophy,University of Pennsylvania,English,8-10 hours a week,2015-04-27,10,2015-10-06,,10,4.6,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/353/coursera-greek-and-roman-mythology,null,null,,,"Starts on February 20, 2017"
Greek and Roman Mythology,Coursera,Philosophy,University of Pennsylvania,English,8-10 hours a week,2014-06-08,10,2014-11-17,,10,4.6,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/353/coursera-greek-and-roman-mythology,null,null,,,Starts on February 2017
Greek and Roman Mythology,Coursera,Philosophy,University of Pennsylvania,English,8-10 hours a week,2013-04-22,10,2013-10-01,,10,4.6,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/353/coursera-greek-and-roman-mythology,null,null,,,"Starts on February 28, 2017"
Greek and Roman Mythology,Coursera,Philosophy,University of Pennsylvania,English,8-10 hours a week,2012-09-24,10,2013-03-03,,10,4.6,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/353/coursera-greek-and-roman-mythology,null,null,,,March 2017 - Self-Paced
Innovation for Entrepreneurs: From Idea to Marketplace,Coursera,Entrepreneurship,"University of Maryland, College Park",English,3-5 hours a week,2016-06-27,5,2016-11-01,,10,4.6,In progress,Paid Certificate Available,https://www.class-central.com/mooc/2708/coursera-innovation-for-entrepreneurs-from-idea-to-marketplace,null,null,,,March 2017 - Self-Paced
Innovation for Entrepreneurs: From Idea to Marketplace,Coursera,Entrepreneurship,"University of Maryland, College Park",English,3-5 hours a week,2016-06-13,5,2016-10-18,,10,4.6,In progress,Paid Certificate Available,https://www.class-central.com/mooc/2708/coursera-innovation-for-entrepreneurs-from-idea-to-marketplace,null,null,,,"March 6, 2017 - Self-Paced"
Innovation for Entrepreneurs: From Idea to Marketplace,Coursera,Entrepreneurship,"University of Maryland, College Park",English,3-5 hours a week,2016-05-30,5,2016-10-04,,10,4.6,In progress,Paid Certificate Available,https://www.class-central.com/mooc/2708/coursera-innovation-for-entrepreneurs-from-idea-to-marketplace,null,null,,,"March 7, 2017 - Self-Paced"
Innovation for Entrepreneurs: From Idea to Marketplace,Coursera,Entrepreneurship,"University of Maryland, College Park",English,3-5 hours a week,2016-05-16,5,2016-09-20,,10,4.6,In progress,Paid Certificate Available,https://www.class-central.com/mooc/2708/coursera-innovation-for-entrepreneurs-from-idea-to-marketplace,null,null,,,"Starts on March 13, 2017"
Innovation for Entrepreneurs: From Idea to Marketplace,Coursera,Entrepreneurship,"University of Maryland, College Park",English,3-5 hours a week,2016-05-02,5,2016-09-06,,10,4.6,In progress,Paid Certificate Available,https://www.class-central.com/mooc/2708/coursera-innovation-for-entrepreneurs-from-idea-to-marketplace,null,null,,,"July 5, 2017 - Self-Paced"
Innovation for Entrepreneurs: From Idea to Marketplace,Coursera,Entrepreneurship,"University of Maryland, College Park",English,3-5 hours a week,2016-04-04,5,2016-08-09,,10,4.6,In progress,Paid Certificate Available,https://www.class-central.com/mooc/2708/coursera-innovation-for-entrepreneurs-from-idea-to-marketplace,null,null,,,"July 24, 2017 - Self-Paced"
Innovation for Entrepreneurs: From Idea to Marketplace,Coursera,Entrepreneurship,"University of Maryland, College Park",English,3-5 hours a week,2016-03-07,5,2016-07-11,,10,4.6,In progress,Paid Certificate Available,https://www.class-central.com/mooc/2708/coursera-innovation-for-entrepreneurs-from-idea-to-marketplace,null,null,,,"September 11, 2017 - Self-Paced"
Innovation for Entrepreneurs: From Idea to Marketplace,Coursera,Entrepreneurship,"University of Maryland, College Park",English,3-5 hours a week,2016-02-08,5,2016-06-14,,10,4.6,In progress,Paid Certificate Available,https://www.class-central.com/mooc/2708/coursera-innovation-for-entrepreneurs-from-idea-to-marketplace,null,null,,,Self-Paced
Innovation for Entrepreneurs: From Idea to Marketplace,Coursera,Entrepreneurship,"University of Maryland, College Park",English,3-5 hours a week,2016-01-11,5,2016-05-15,,10,4.8,In progress,Paid Certificate Available,https://www.class-central.com/mooc/2708/coursera-innovation-for-entrepreneurs-from-idea-to-marketplace,null,null,,,Self-Paced
Innovation for Entrepreneurs: From Idea to Marketplace,Coursera,Entrepreneurship,"University of Maryland, College Park",English,3-5 hours a week,2015-12-14,5,2016-04-18,,10,4.8,In progress,Paid Certificate Available,https://www.class-central.com/mooc/2708/coursera-innovation-for-entrepreneurs-from-idea-to-marketplace,null,null,,,Self-Paced
Innovation for Entrepreneurs: From Idea to Marketplace,Coursera,Entrepreneurship,"University of Maryland, College Park",English,3-5 hours a week,2015-10-12,5,2016-02-16,,10,4.8,In progress,Paid Certificate Available,https://www.class-central.com/mooc/2708/coursera-innovation-for-entrepreneurs-from-idea-to-marketplace,null,null,,,Self-Paced
Innovation for Entrepreneurs: From Idea to Marketplace,Coursera,Entrepreneurship,"University of Maryland, College Park",English,3-5 hours a week,2015-09-14,5,2016-01-19,,10,4.8,In progress,Paid Certificate Available,https://www.class-central.com/mooc/2708/coursera-innovation-for-entrepreneurs-from-idea-to-marketplace,null,null,,,Self-Paced
Innovation for Entrepreneurs: From Idea to Marketplace,Coursera,Entrepreneurship,"University of Maryland, College Park",English,3-5 hours a week,2015-08-03,5,2015-12-07,,10,4.8,In progress,Paid Certificate Available,https://www.class-central.com/mooc/2708/coursera-innovation-for-entrepreneurs-from-idea-to-marketplace,null,null,,,Self-Paced
Innovation for Entrepreneurs: From Idea to Marketplace,Coursera,Entrepreneurship,"University of Maryland, College Park",English,3-5 hours a week,2015-06-29,5,2015-11-03,,10,4.8,In progress,Paid Certificate Available,https://www.class-central.com/mooc/2708/coursera-innovation-for-entrepreneurs-from-idea-to-marketplace,null,null,,,enrollment_closed
Innovation for Entrepreneurs: From Idea to Marketplace,Coursera,Entrepreneurship,"University of Maryland, College Park",English,3-5 hours a week,2015-05-25,5,2015-09-29,,10,4.8,In progress,Paid Certificate Available,https://www.class-central.com/mooc/2708/coursera-innovation-for-entrepreneurs-from-idea-to-marketplace,null,null,,,Self-Paced
Innovation for Entrepreneurs: From Idea to Marketplace,Coursera,Entrepreneurship,"University of Maryland, College Park",English,3-5 hours a week,2015-04-20,5,2015-08-25,,10,4.8,In progress,Paid Certificate Available,https://www.class-central.com/mooc/2708/coursera-innovation-for-entrepreneurs-from-idea-to-marketplace,null,null,,,Self-Paced
Innovation for Entrepreneurs: From Idea to Marketplace,Coursera,Entrepreneurship,"University of Maryland, College Park",English,3-5 hours a week,2015-03-16,5,2015-07-20,,10,4.8,In progress,Paid Certificate Available,https://www.class-central.com/mooc/2708/coursera-innovation-for-entrepreneurs-from-idea-to-marketplace,null,null,,,Self-Paced
Innovation for Entrepreneurs: From Idea to Marketplace,Coursera,Entrepreneurship,"University of Maryland, College Park",English,3-5 hours a week,2015-02-09,5,2015-06-16,,10,4.8,In progress,Paid Certificate Available,https://www.class-central.com/mooc/2708/coursera-innovation-for-entrepreneurs-from-idea-to-marketplace,null,null,,,Self-Paced
