,V1,V2,V3,V4,V5
https://www.class-central.com/mooc/4275/coursera-introduction-to-game-development,unityd,game,games,shooter,editor
https://www.class-central.com/mooc/4357/coursera-business-metrics-for-data-driven-companies,metrics,business,companies,data,analysts
https://www.class-central.com/mooc/4388/coursera-managing-data-analysis,data,analysis,coherent,managing,describe
https://www.class-central.com/mooc/4219/coursera-machine-learning-classification,classifiers,classifier,classification,sentiment,logistic
https://www.class-central.com/mooc/5471/coursera-algorithmic-toolbox,algorithms,greedy,programming,nave,dynamic
https://www.class-central.com/mooc/1381/coursera-introduction-to-systems-engineering,engineering,systems,practicesee,requirements,refer
https://www.class-central.com/mooc/744/coursera-social-and-economic-networks-models-and-analysis,networks,network,random,models,diffusion
https://www.class-central.com/mooc/1301/coursera-understanding-europe-why-it-matters-and-what-it-can-offer-you,eus,europe,union,european,clinic
https://www.class-central.com/mooc/3206/coursera-cybersecurity-and-its-ten-domains,security,kennesaw,cyber,cybersecurity,access
https://www.class-central.com/mooc/4312/coursera-basic-statistics,probability,statistics,distribution,inferential,significance
https://www.class-central.com/mooc/2677/coursera-america-s-written-constitution,amar,constitution,amendments,americas,prof
https://www.class-central.com/mooc/665/coursera-scandinavian-film-and-television,scandinavian,television,cinema,film,drama
https://www.class-central.com/mooc/486/coursera-epigenetic-control-of-gene-expression,epigenetic,inactivation,transgenerational,alterations,imprinting
https://www.class-central.com/mooc/4298/coursera-classical-sociological-theory,session,durkheim,sociological,classical,adam
https://www.class-central.com/mooc/2113/coursera-get-organized-how-to-be-a-together-teacher,worksheet,session,teachers,todo,upcoming
https://www.class-central.com/mooc/2722/coursera-essentials-of-entrepreneurship-thinking-action,feasibility,business,entrepreneurial,enterprising,succeeding
https://www.class-central.com/mooc/1054/coursera-the-power-of-microeconomics-economic-principles-in-the-real-world,microeconomics,competition,yearlong,supply,demand
https://www.class-central.com/mooc/504/coursera-synapses-neurons-and-brains,neurons,brain,synapses,electrical,computations
https://www.class-central.com/mooc/1357/coursera-animal-behaviour-and-welfare,welfare,animal,farm,behaviour,captive
https://www.class-central.com/mooc/2725/coursera-the-art-of-negotiation,negotiation,bargain,negotiators,empowerment,negotiator
https://www.class-central.com/mooc/845/coursera-introduction-to-systematic-program-design-part-1,programs,design,recipe,method,representing
https://www.class-central.com/mooc/1704/coursera-programming-cloud-services-for-android-handheld-systems,spring,cloud,http,jaws,walkthrough
https://www.class-central.com/mooc/512/coursera-useful-genetics-part-1,genes,genetic,chromosomes,mutations,genetics
https://www.class-central.com/mooc/427/coursera-heterogeneous-parallel-programming,cuda,parallel,programming,openacc,opencl
https://www.class-central.com/mooc/1538/coursera-introduction-to-clinical-neurology,diseases,disorders,neurodegenerative,neurologic,nervous
https://www.class-central.com/mooc/4276/coursera-internet-of-things-how-did-we-get-here,switched,networks,telephony,telephone,packet
https://www.class-central.com/mooc/4302/coursera-client-needs-and-software-requirements,requirements,client,software,expressing,product
https://www.class-central.com/mooc/2487/coursera-advertising-and-society,advertising,ads,sexuality,sex,race
https://www.class-central.com/mooc/2164/coursera-geospatial-intelligence-the-geospatial-revolution,geoint,tradecraft,geospatial,satellites,data
https://www.class-central.com/mooc/4325/coursera-interfacing-with-the-arduino,arduino,shields,libraries,actuators,sensors
https://www.class-central.com/mooc/481/coursera-disaster-preparedness,disaster,preparedness,water,survival,shelter
https://www.class-central.com/mooc/1327/coursera-what-s-your-big-idea,big,idea,lifecycle,optional,entrepreneurial
https://www.class-central.com/mooc/4249/coursera-graph-analytics-for-big-data,graph,analytics,graphs,neoj,properties
https://www.class-central.com/mooc/4321/coursera-ruby-on-rails-web-services-and-integration-with-mongodb,mongodb,mongoid,api,rails,aggregation
https://www.class-central.com/mooc/2751/coursera-managerial-accounting-cost-behaviors-systems-and-analysis,costing,activitybased,costvolumeprofit,cvp,cost
https://www.class-central.com/mooc/4308/coursera-managing-talent,talent,pipeline,team,onboarding,performance
https://www.class-central.com/mooc/4295/coursera-interactivity-with-javascript,javascript,looping,html,dom,input
https://www.class-central.com/mooc/4264/coursera-people-analytics,talent,analytics,collaboration,performance,evaluation
https://www.class-central.com/mooc/4473/coursera-data-manipulation-at-scale-systems-and-algorithms,data,databases,relational,mapreduce,nosql
https://www.class-central.com/mooc/3539/coursera-more-introduction-to-financial-accounting,liabilities,financial,accounting,tax,equity
https://www.class-central.com/mooc/3059/coursera-epidemics-pandemics-and-outbreaks,infectious,outbreaks,epidemics,diseases,pandemics
https://www.class-central.com/mooc/5238/coursera-ancient-philosophy-aristotle-and-his-successors,aristotles,happiness,eternal,aristotle,philosophy
https://www.class-central.com/mooc/2065/coursera-supply-chain-management-a-learning-perspective,chain,supply,chapter,strawberries,management
https://www.class-central.com/mooc/4287/coursera-human-centered-design-an-introduction,prototyping,needfinding,design,heuristic,heuristics
https://www.class-central.com/mooc/2082/coursera-introduction-to-key-constitutional-concepts-and-supreme-court-cases,amendments,amendment,constitutional,powers,constitution
https://www.class-central.com/mooc/4184/coursera-data-management-and-visualization,data,sas,python,session,task
https://www.class-central.com/mooc/4248/coursera-introduction-to-swift-programming,swift,mac,ios,programming,hacks
https://www.class-central.com/mooc/4369/coursera-case-studies-in-business-analytics-with-accenture,accenture,analytics,sector,mooc,lead
https://www.class-central.com/mooc/5444/coursera-introduction-to-typography,typefaces,type,typographic,typesetting,conventions
https://www.class-central.com/mooc/4240/coursera-front-end-web-ui-frameworks-and-tools,bootstrap,web,css,components,javascript
https://www.class-central.com/mooc/2707/coursera-scaling-operations-linking-strategy-and-execution,operations,strategy,vcap,roic,capacity
https://www.class-central.com/mooc/2942/coursera-cloud-computing-concepts-part-2,cloud,computing,classical,widelyused,algorithms
https://www.class-central.com/mooc/4210/coursera-principles-of-game-design,game,idea,designer,design,fleshing
https://www.class-central.com/mooc/342/coursera-computer-architecture,lecture,covers,superscalar,vliw,multiprocessor
https://www.class-central.com/mooc/2075/coursera-energy-101-the-big-picture,energy,oil,conversion,independence,electric
https://www.class-central.com/mooc/3935/coursera-soul-beliefs-causes-and-consequences-unit-2-belief-systems,beliefs,afterlife,soul,disembodied,internalized
https://www.class-central.com/mooc/669/coursera-the-new-nordic-diet-from-gastronomy-to-health,nordic,diet,opus,meal,food
https://www.class-central.com/mooc/1567/coursera-advanced-instructional-strategies-in-the-virtual-classroom,virtual,atrisk,teachers,swishing,week
https://www.class-central.com/mooc/692/coursera-history-of-rock-part-two,rock,mtv,chapter,punk,music
https://www.class-central.com/mooc/605/coursera-survey-of-music-technology,music,daw,midi,audio,sound
https://www.class-central.com/mooc/519/coursera-the-science-of-gastronomy,food,taste,meat,flavor,cooking
https://www.class-central.com/mooc/490/coursera-introduction-to-systems-biology,description,systems,emergent,cellular,reasoning
https://www.class-central.com/mooc/1036/coursera-statistical-reasoning-for-public-health-1-estimation-inference-interpretation,summarization,comparisons,outcome,timetoevent,module
https://www.class-central.com/mooc/1278/coursera-understanding-terrorism-and-the-terrorist-threat,terrorist,terrorism,alqaida,describe,radicalization
https://www.class-central.com/mooc/2055/coursera-our-energy-future,energy,biofuel,climate,production,algae
https://www.class-central.com/mooc/725/coursera-introduction-to-environmental-law-and-policy,environmental,water,law,pollution,statute
https://www.class-central.com/mooc/1468/coursera-advanced-chemistry,equilibrium,acids,bases,chemical,concentrations
https://www.class-central.com/mooc/2376/coursera-the-challenges-of-global-health,health,global,disease,determinants,actors
https://www.class-central.com/mooc/3931/coursera-big-data-cloud-computing-cdn-emerging-technologies,cdn,cloud,big,computing,data
https://www.class-central.com/mooc/2723/coursera-communication-in-the-21st-century-workplace,communicating,workplace,verbal,nonverbal,communication
https://www.class-central.com/mooc/2011/coursera-managing-your-money-mba-insights-for-undergraduates,credit,debit,educationthe,whats,mbas
https://www.class-central.com/mooc/413/coursera-nanotechnology-the-basics,nanotechnology,super,small,week,materials
https://www.class-central.com/mooc/651/coursera-computational-molecular-evolution,phylogenetic,tree,parsimony,evolution,evolutionary
https://www.class-central.com/mooc/556/coursera-surviving-disruptive-technologies,kodak,disruptive,blockbuster,survival,borders
https://www.class-central.com/mooc/421/coursera-e-learning-and-digital-cultures,digital,artefact,elearning,education,cultures
https://www.class-central.com/mooc/1030/coursera-living-with-dementia-impact-on-individuals-caregivers-communities-and-societies,dementia,care,disease,unmet,persons
https://www.class-central.com/mooc/414/coursera-artificial-intelligence-planning,planning,march,search,week,robots
https://www.class-central.com/mooc/2718/coursera-foundational-neuroscience-for-perception-and-action,brain,sensory,neural,mechanisms,neuroscience
https://www.class-central.com/mooc/2876/coursera-shakespeare-in-community,shakespeare,digital,shakespeares,community,humanities
https://www.class-central.com/mooc/3692/coursera-modeling-discrete-optimization,solving,discrete,optimization,problems,conceive
https://www.class-central.com/mooc/1676/coursera-configuring-the-world-a-critical-political-economy-approach,trust,griffiths,economy,economic,international
https://www.class-central.com/mooc/337/coursera-securing-digital-democracy,voting,security,risksand,election,intersected
https://www.class-central.com/mooc/423/coursera-digital-signal-processing,fourier,discretetime,processing,signal,interpolation
https://www.class-central.com/mooc/401/coursera-galaxies-and-cosmology,galaxies,chapter,cosmological,galaxy,evolution
https://www.class-central.com/mooc/2015/coursera-risk-and-opportunity-managing-risk-for-development,risk,management,risks,managing,macroeconomy
https://www.class-central.com/mooc/1378/coursera-our-earth-its-climate-history-and-processes,earths,earth,climate,atmosphere,cryosphere
https://www.class-central.com/mooc/2286/coursera-corporate-finance-essentials,session,cost,capital,diversification,estimating
https://www.class-central.com/mooc/974/coursera-the-fall-and-rise-of-jerusalem,jerusalem,babylonian,judah,destruction,ahikam
https://www.class-central.com/mooc/4292/coursera-front-end-javascript-frameworks-angularjs,angular,angularjs,frontend,single,directives
