,V1,V2,V3,V4,V5,V6,V7,V8
https://www.class-central.com/mooc/4213/coursera-the-importance-of-listening,lexalytics,semantria,bluemix,ibm,mooc,big,social,analytics
https://www.class-central.com/mooc/4865/coursera-introduction-to-personal-branding,brand,branding,maintenance,kimberleyvirginiaedu,brands,gifts,personal,platforms
https://www.class-central.com/mooc/5623/coursera-creative-writing-the-craft-of-setting-and-description,fiction,realist,credibility,meditation,settings,persuasive,story,writers
https://www.class-central.com/mooc/678/coursera-epidemics-the-dynamics-of-infectious-diseases,disease,infectious,diseases,vaccination,host,spread,pathogen,pathogens
https://www.class-central.com/mooc/3332/coursera-introduction-to-natural-language-processing,parsing,week,text,nlp,summarization,linguistics,semantics,tagging
https://www.class-central.com/mooc/4183/coursera-inspiring-and-motivating-individuals,rewards,motivation,goals,team,teammates,vision,leader,attain
https://www.class-central.com/mooc/5237/coursera-ancient-philosophy-plato-his-predecessors,plato,heraclitus,parmenides,platos,socrates,aristotle,reality,anaxagoras
https://www.class-central.com/mooc/1368/coursera-bioinformatic-methods-i,alignments,gene,sequences,blast,sequence,bioinformatic,phylogenetics,selection
https://www.class-central.com/mooc/1730/coursera-cryptography,cryptography,encryption,week,privatekey,publickey,secrecy,authentication,signatures
https://www.class-central.com/mooc/2163/coursera-questionnaire-design-for-social-surveys,unit,questionnaires,standardized,questionnaire,interviewing,mode,questions,conversational
https://www.class-central.com/mooc/4305/coursera-java-programming-solving-problems-with-software,java,csv,files,strings,programs,data,program,iterables
https://www.class-central.com/mooc/4893/coursera-the-global-financial-crisis,crisis,anxiety,financial,housing,crises,global,eurozone,geithner
https://www.class-central.com/mooc/1307/coursera-fundamentals-of-global-energy-business,energy,considerations,resources,demand,factors,commercial,political,utilization
https://www.class-central.com/mooc/703/coursera-soul-beliefs-causes-and-consequences-unit-1-historical-foundations,soul,beliefs,afterlife,slides,religions,foundations,historical,religion
https://www.class-central.com/mooc/2938/coursera-code-yourself-an-introduction-to-programming,scratch,unit,program,software,engineer,loopy,games,code
https://www.class-central.com/mooc/4485/coursera-big-history-connecting-knowledge,history,years,big,complexity,epic,universe,billions,billion
https://www.class-central.com/mooc/1603/coursera-beyond-silicon-valley-growing-entrepreneurship-in-transitioning-economies,cleveland,donors,entrepreneurs,government,intermediary,anchor,support,entrepreneurship
https://www.class-central.com/mooc/2872/coursera-an-introduction-to-american-law,law,procedure,tort,contract,criminal,civil,property,governs
https://www.class-central.com/mooc/544/coursera-online-games-literature-new-media-and-narrative,romance,games,game,lord,faerie,queene,rings,spensers
https://www.class-central.com/mooc/2167/coursera-greening-the-economy-lessons-from-scandinavia,economy,green,greener,scandinavia,iiiee,greening,levels,national
https://www.class-central.com/mooc/1076/coursera-calculus-two-sequences-and-series,series,convergence,taylor,power,alternating,sequences,terms,nonnegative
https://www.class-central.com/mooc/1856/coursera-advanced-competitive-strategy,customers,customer,network,strategies,returns,increase,base,strategy
https://www.class-central.com/mooc/389/coursera-clinical-problem-solving,diagnostic,clinical,physicians,solving,illness,complaints,diagnoses,patient
https://www.class-central.com/mooc/1815/coursera-marriage-and-the-movies-a-history,lecture,film,amazon,marriage,hollywood,movies,silent,decade
https://www.class-central.com/mooc/1013/coursera-mathematical-methods-for-quantitative-finance,derivatives,lagrange,integrals,optimization,quantitative,finance,constrained,decomposition
https://www.class-central.com/mooc/1196/coursera-economics-of-money-and-banking-part-two,banking,swaps,monetary,money,crisis,central,markets,system
https://www.class-central.com/mooc/396/coursera-an-introduction-to-the-u-s-food-system-perspectives-from-public-health,food,farm,hopkins,johns,agriculture,health,production,fork
https://www.class-central.com/mooc/839/coursera-clinical-terminology-for-international-and-u-s-students,clinical,abbreviations,terms,puzzles,week,word,truetolife,focus
https://www.class-central.com/mooc/2385/coursera-the-american-south-its-stories-music-and-art,southern,music,south,diaspora,art,stories,writers,roots
https://www.class-central.com/mooc/2734/coursera-text-retrieval-and-search-engines,retrieval,search,text,web,query,vector,engine,documents
https://www.class-central.com/mooc/5625/coursera-creative-writing-the-craft-of-plot,plot,scene,draft,structure,cut,storytelling,scenes,story
https://www.class-central.com/mooc/745/coursera-biology-meets-programming-bioinformatics-for-beginners,python,dna,clocks,replication,bioinformatics,genome,codecademy,gentlypaced
https://www.class-central.com/mooc/4022/coursera-introduction-to-the-biology-of-cancer,cancer,hallmarks,cancers,treatment,metastasis,staging,imaging,incidence
https://www.class-central.com/mooc/2743/coursera-financial-evaluation-and-strategy-investments,capm,portfolio,market,returns,stock,investments,asset,module
https://www.class-central.com/mooc/4181/coursera-managing-big-data-with-mysql,queries,mysql,relational,databases,data,teradata,database,tables
https://www.class-central.com/mooc/4338/coursera-introduction-to-the-internet-of-things-and-embedded-systems,iot,internet,devices,hardware,embedded,things,interface,components
https://www.class-central.com/mooc/4340/coursera-quantitative-methods,validity,method,designs,sciences,scientific,measurement,integrity,internal
https://www.class-central.com/mooc/4288/coursera-web-application-development-with-javascript-and-mongodb,mongodb,meteor,simpleschema,subscribe,javascript,packages,publish,data
https://www.class-central.com/mooc/1343/coursera-age-of-jefferson,jefferson,jeffersons,declaration,thomas,nineteen,monticello,americans,virginia
https://www.class-central.com/mooc/3541/coursera-psychology-of-popularity,popularity,popular,behaviors,mood,adult,feelings,parents,affecting
https://www.class-central.com/mooc/4723/coursera-econometrics-methods-and-applications,regression,trained,econometrics,econometric,studying,exercises,matrices,models
https://www.class-central.com/mooc/1047/coursera-designing-cities,cities,city,design,urban,buildings,infrastructure,historic,designers
https://www.class-central.com/mooc/1269/coursera-how-to-change-the-world,poverty,discussion,care,women,gender,change,sustainability,foward
https://www.class-central.com/mooc/518/coursera-sports-and-society,sports,race,play,megabusiness,mountainclimbing,orin,starns,games
https://www.class-central.com/mooc/4294/coursera-introduction-to-css3,styling,css,style,pseudoelements,accessibility,fonts,pseudoclasses,page
https://www.class-central.com/mooc/4275/coursera-introduction-to-game-development,unityd,game,games,shooter,editor,creating,art,create
https://www.class-central.com/mooc/4357/coursera-business-metrics-for-data-driven-companies,metrics,business,companies,data,analysts,peer,glossary,excel
https://www.class-central.com/mooc/4388/coursera-managing-data-analysis,data,analysis,coherent,managing,describe,datasets,fdecomite,httpsflickrphjmvd
https://www.class-central.com/mooc/4219/coursera-machine-learning-classification,classifiers,classifier,classification,sentiment,logistic,gradient,overfitting,loan
https://www.class-central.com/mooc/5471/coursera-algorithmic-toolbox,algorithms,greedy,programming,nave,dynamic,algorithm,algorithmic,divideandconquer
https://www.class-central.com/mooc/1381/coursera-introduction-to-systems-engineering,engineering,systems,practicesee,requirements,refer,notes,detail,pages
https://www.class-central.com/mooc/744/coursera-social-and-economic-networks-models-and-analysis,networks,network,random,models,diffusion,formation,empirical,model
https://www.class-central.com/mooc/1301/coursera-understanding-europe-why-it-matters-and-what-it-can-offer-you,eus,europe,union,european,clinic,jobs,accomplished,optional
https://www.class-central.com/mooc/3206/coursera-cybersecurity-and-its-ten-domains,security,kennesaw,cyber,cybersecurity,access,cryptography,compliance,undergraduate
https://www.class-central.com/mooc/4312/coursera-basic-statistics,probability,statistics,distribution,inferential,significance,distributions,population,sample
https://www.class-central.com/mooc/2677/coursera-america-s-written-constitution,amar,constitution,amendments,americas,prof,powers,rights,framers
https://www.class-central.com/mooc/665/coursera-scandinavian-film-and-television,scandinavian,television,cinema,film,drama,lesson,films,scandinavia
https://www.class-central.com/mooc/486/coursera-epigenetic-control-of-gene-expression,epigenetic,inactivation,transgenerational,alterations,imprinting,inheritance,describe,explain
https://www.class-central.com/mooc/4298/coursera-classical-sociological-theory,session,durkheim,sociological,classical,adam,comte,weber,elias
https://www.class-central.com/mooc/2113/coursera-get-organized-how-to-be-a-together-teacher,worksheet,session,teachers,todo,upcoming,roundup,togetherness,calendar
https://www.class-central.com/mooc/2722/coursera-essentials-of-entrepreneurship-thinking-action,feasibility,business,entrepreneurial,enterprising,succeeding,starting,success,competencies
https://www.class-central.com/mooc/1054/coursera-the-power-of-microeconomics-economic-principles-in-the-real-world,microeconomics,competition,yearlong,supply,demand,monopolistic,oligopoly,prosper
https://www.class-central.com/mooc/504/coursera-synapses-neurons-and-brains,neurons,brain,synapses,electrical,computations,cells,electrifying,neuron
https://www.class-central.com/mooc/1357/coursera-animal-behaviour-and-welfare,welfare,animal,farm,behaviour,captive,conundrums,edaniwelf,cats
https://www.class-central.com/mooc/2725/coursera-the-art-of-negotiation,negotiation,bargain,negotiators,empowerment,negotiator,partnered,winwin,relationships
https://www.class-central.com/mooc/845/coursera-introduction-to-systematic-program-design-part-1,programs,design,recipe,method,representing,data,information,trees
https://www.class-central.com/mooc/1704/coursera-programming-cloud-services-for-android-handheld-systems,spring,cloud,http,jaws,walkthrough,ace,annotations,java
https://www.class-central.com/mooc/512/coursera-useful-genetics-part-1,genes,genetic,chromosomes,mutations,genetics,dna,inheritance,inbreeding
https://www.class-central.com/mooc/427/coursera-heterogeneous-parallel-programming,cuda,parallel,programming,openacc,opencl,camp,matrixmatrix,assignment
https://www.class-central.com/mooc/1538/coursera-introduction-to-clinical-neurology,diseases,disorders,neurodegenerative,neurologic,nervous,alterations,epilepsy,neuromuscular
https://www.class-central.com/mooc/4276/coursera-internet-of-things-how-did-we-get-here,switched,networks,telephony,telephone,packet,phone,telephones,internet
https://www.class-central.com/mooc/4302/coursera-client-needs-and-software-requirements,requirements,client,software,expressing,product,eliciting,elicit,module
https://www.class-central.com/mooc/2487/coursera-advertising-and-society,advertising,ads,sexuality,sex,race,week,gender,adverting
https://www.class-central.com/mooc/2164/coursera-geospatial-intelligence-the-geospatial-revolution,geoint,tradecraft,geospatial,satellites,data,intelligence,geographic,geoints
https://www.class-central.com/mooc/4325/coursera-interfacing-with-the-arduino,arduino,shields,libraries,actuators,sensors,hardware,shield,circuits
