title,provider,subject,school,language,course_hours,session,course_length(weeks along),review count interval(강의시작일 + 강의수업길이 + 1분기<3개월>),review_count (from session start to the interval),total_review_count,total_review_average,pace,certification_available,url
Algorithmic Toolbox,Coursera,Theoretical Computer Science,"University of California, San Diego",English,null,2016-03-07,5,2016-07-11,,5,4.2,In progress,Paid Certificate Available,https://www.class-central.com/mooc/5471/coursera-algorithmic-toolbox
Algorithmic Toolbox,Coursera,Theoretical Computer Science,"University of California, San Diego",English,null,2016-02-22,5,2016-06-28,,5,4.2,In progress,Paid Certificate Available,https://www.class-central.com/mooc/5471/coursera-algorithmic-toolbox
Introduction to Systems Engineering,Coursera,Engineering,University of New South Wales,English,4-5 hours a week,2016-06-27,9,2016-11-29,,5,4.2,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1381/coursera-introduction-to-systems-engineering
Introduction to Systems Engineering,Coursera,Engineering,University of New South Wales,English,4-5 hours a week,2016-05-30,9,2016-11-01,,5,4.2,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1381/coursera-introduction-to-systems-engineering
Introduction to Systems Engineering,Coursera,Engineering,University of New South Wales,English,4-5 hours a week,2016-05-02,9,2016-10-04,,5,4.2,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1381/coursera-introduction-to-systems-engineering
Introduction to Systems Engineering,Coursera,Engineering,University of New South Wales,English,4-5 hours a week,2016-04-04,9,2016-09-06,,5,4.2,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1381/coursera-introduction-to-systems-engineering
Introduction to Systems Engineering,Coursera,Engineering,University of New South Wales,English,4-5 hours a week,2016-02-29,9,2016-08-02,,5,4.2,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1381/coursera-introduction-to-systems-engineering
Introduction to Systems Engineering,Coursera,Engineering,University of New South Wales,English,4-5 hours a week,2015-07-20,9,2015-12-21,,5,4.2,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1381/coursera-introduction-to-systems-engineering
Introduction to Systems Engineering,Coursera,Engineering,University of New South Wales,English,4-5 hours a week,2015-03-02,9,2015-08-04,,5,4.2,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1381/coursera-introduction-to-systems-engineering
Introduction to Systems Engineering,Coursera,Engineering,University of New South Wales,English,4-5 hours a week,2014-04-28,9,2014-09-30,,5,4.2,In progress,Paid Certificate Available,https://www.class-central.com/mooc/1381/coursera-introduction-to-systems-engineering
Social and Economic Networks: Models and Analysis,Coursera,Economics,Stanford University,English,3-6 hours a week,2016-07-18,8,2016-12-12,,5,4.2,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/744/coursera-social-and-economic-networks-models-and-analysis
Social and Economic Networks: Models and Analysis,Coursera,Economics,Stanford University,English,3-6 hours a week,2016-06-20,8,2016-11-15,,5,4.2,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/744/coursera-social-and-economic-networks-models-and-analysis
Social and Economic Networks: Models and Analysis,Coursera,Economics,Stanford University,English,3-6 hours a week,2015-09-18,8,2016-02-13,,5,4.2,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/744/coursera-social-and-economic-networks-models-and-analysis
Social and Economic Networks: Models and Analysis,Coursera,Economics,Stanford University,English,3-6 hours a week,2014-09-21,8,2015-02-16,,5,4.2,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/744/coursera-social-and-economic-networks-models-and-analysis
Social and Economic Networks: Models and Analysis,Coursera,Economics,Stanford University,English,3-6 hours a week,2014-01-06,8,2014-06-03,,5,4.2,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/744/coursera-social-and-economic-networks-models-and-analysis
Social and Economic Networks: Models and Analysis,Coursera,Economics,Stanford University,English,3-6 hours a week,2013-04-01,8,2013-08-27,,5,4.2,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/744/coursera-social-and-economic-networks-models-and-analysis
Understanding Europe: Why It Matters and What It Can Offer You,Coursera,Political Science,HEC Paris,English,2-4 hours a week,2016-07-18,6,2016-11-29,,5,4.2,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/1301/coursera-understanding-europe-why-it-matters-and-what-it-can-offer-you
Understanding Europe: Why It Matters and What It Can Offer You,Coursera,Political Science,HEC Paris,English,2-4 hours a week,2016-06-20,6,2016-11-01,,5,4.2,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/1301/coursera-understanding-europe-why-it-matters-and-what-it-can-offer-you
Understanding Europe: Why It Matters and What It Can Offer You,Coursera,Political Science,HEC Paris,English,2-4 hours a week,2016-05-23,6,2016-10-04,,5,4.2,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/1301/coursera-understanding-europe-why-it-matters-and-what-it-can-offer-you
Understanding Europe: Why It Matters and What It Can Offer You,Coursera,Political Science,HEC Paris,English,2-4 hours a week,2016-04-25,6,2016-09-06,,5,2,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/1301/coursera-understanding-europe-why-it-matters-and-what-it-can-offer-you
Understanding Europe: Why It Matters and What It Can Offer You,Coursera,Political Science,HEC Paris,English,2-4 hours a week,2016-03-28,6,2016-08-09,,5,2,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/1301/coursera-understanding-europe-why-it-matters-and-what-it-can-offer-you
Understanding Europe: Why It Matters and What It Can Offer You,Coursera,Political Science,HEC Paris,English,2-4 hours a week,2014-05-09,6,2014-09-20,,5,2,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/1301/coursera-understanding-europe-why-it-matters-and-what-it-can-offer-you
Understanding Europe: Why It Matters and What It Can Offer You,Coursera,Political Science,HEC Paris,English,2-4 hours a week,2014-02-18,6,2014-07-01,,5,2,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/1301/coursera-understanding-europe-why-it-matters-and-what-it-can-offer-you
Cybersecurity and Its Ten Domains,Coursera,Information Technology,University System of Georgia,English,1-4 hours a week,2016-07-18,7,2016-12-05,,5,2,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3206/coursera-cybersecurity-and-its-ten-domains
Cybersecurity and Its Ten Domains,Coursera,Information Technology,University System of Georgia,English,1-4 hours a week,2016-06-20,7,2016-11-08,,5,2,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3206/coursera-cybersecurity-and-its-ten-domains
Cybersecurity and Its Ten Domains,Coursera,Information Technology,University System of Georgia,English,1-4 hours a week,2016-05-23,7,2016-10-11,,5,2,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3206/coursera-cybersecurity-and-its-ten-domains
Cybersecurity and Its Ten Domains,Coursera,Information Technology,University System of Georgia,English,1-4 hours a week,2015-02-04,7,2015-06-25,,5,4.8,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3206/coursera-cybersecurity-and-its-ten-domains
Cybersecurity and Its Ten Domains,Coursera,Information Technology,University System of Georgia,English,1-4 hours a week,2016-04-25,7,2016-09-13,,5,4.8,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3206/coursera-cybersecurity-and-its-ten-domains
Cybersecurity and Its Ten Domains,Coursera,Information Technology,University System of Georgia,English,1-4 hours a week,2016-03-28,7,2016-08-16,,5,4.8,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3206/coursera-cybersecurity-and-its-ten-domains
Basic Statistics,Coursera,Statistics & Probability,University of Amsterdam,English,null,2016-07-18,8,2016-12-12,,5,4.8,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4312/coursera-basic-statistics
Basic Statistics,Coursera,Statistics & Probability,University of Amsterdam,English,null,2016-06-20,8,2016-11-15,,5,4.8,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4312/coursera-basic-statistics
Basic Statistics,Coursera,Statistics & Probability,University of Amsterdam,English,null,2016-05-23,8,2016-10-18,,5,5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4312/coursera-basic-statistics
Basic Statistics,Coursera,Statistics & Probability,University of Amsterdam,English,null,2016-04-25,8,2016-09-20,,5,5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4312/coursera-basic-statistics
Basic Statistics,Coursera,Statistics & Probability,University of Amsterdam,English,null,2016-03-28,8,2016-08-23,,5,5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4312/coursera-basic-statistics
Basic Statistics,Coursera,Statistics & Probability,University of Amsterdam,English,null,2016-02-29,8,2016-07-25,,5,5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4312/coursera-basic-statistics
Basic Statistics,Coursera,Statistics & Probability,University of Amsterdam,English,null,2016-02-01,8,2016-06-28,,5,5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4312/coursera-basic-statistics
Basic Statistics,Coursera,Statistics & Probability,University of Amsterdam,English,null,2016-01-03,8,2016-05-28,,5,5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4312/coursera-basic-statistics
America's Written Constitution,Coursera,Law,Yale University,English,12-15 hours a week,2016-07-18,6,2016-11-29,,5,5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/2677/coursera-america-s-written-constitution
America's Written Constitution,Coursera,Law,Yale University,English,12-15 hours a week,2016-06-20,6,2016-11-01,,5,5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/2677/coursera-america-s-written-constitution
America's Written Constitution,Coursera,Law,Yale University,English,12-15 hours a week,2014-10-20,6,2015-03-01,,5,5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/2677/coursera-america-s-written-constitution
Scandinavian Film and Television,Coursera,Film & Theatre,University of Copenhagen,English,3-5 hours a week,2016-07-25,5,2016-11-29,,5,5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/665/coursera-scandinavian-film-and-television
Scandinavian Film and Television,Coursera,Film & Theatre,University of Copenhagen,English,3-5 hours a week,2016-06-27,5,2016-11-01,,5,4.6,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/665/coursera-scandinavian-film-and-television
Scandinavian Film and Television,Coursera,Film & Theatre,University of Copenhagen,English,3-5 hours a week,2016-05-30,5,2016-10-04,,5,4.6,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/665/coursera-scandinavian-film-and-television
Scandinavian Film and Television,Coursera,Film & Theatre,University of Copenhagen,English,3-5 hours a week,2016-04-04,5,2016-08-09,,5,4.6,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/665/coursera-scandinavian-film-and-television
Scandinavian Film and Television,Coursera,Film & Theatre,University of Copenhagen,English,3-5 hours a week,2016-03-14,5,2016-07-18,,5,4.6,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/665/coursera-scandinavian-film-and-television
Scandinavian Film and Television,Coursera,Film & Theatre,University of Copenhagen,English,3-5 hours a week,2016-02-08,5,2016-06-14,,5,4.6,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/665/coursera-scandinavian-film-and-television
Scandinavian Film and Television,Coursera,Film & Theatre,University of Copenhagen,English,3-5 hours a week,2016-01-11,5,2016-05-15,,5,4.6,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/665/coursera-scandinavian-film-and-television
Scandinavian Film and Television,Coursera,Film & Theatre,University of Copenhagen,English,3-5 hours a week,2015-12-14,5,2016-04-18,,5,4.6,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/665/coursera-scandinavian-film-and-television
Scandinavian Film and Television,Coursera,Film & Theatre,University of Copenhagen,English,3-5 hours a week,2015-11-01,5,2016-03-06,,5,4.6,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/665/coursera-scandinavian-film-and-television
