"url","title","platform","institution","subject","language","keywords","totalReviewCount","totalReviewValue","time","timeReviewCount","timeReviewValue"
"https://www.class-central.com/mooc/616/coursera-cryptography-i","Cryptography I","Coursera","Stanford University","Theoretical Computer Science","English","encryption,publickey,ciphers,crypto,integrity,cryptography,cca,key","21","4.6190476","54","1","5.0"
"https://www.class-central.com/mooc/616/coursera-cryptography-i","Cryptography I","Coursera","Stanford University","Theoretical Computer Science","English","encryption,publickey,ciphers,crypto,integrity,cryptography,cca,key","21","4.6190476","56","2","9.0"
"https://www.class-central.com/mooc/616/coursera-cryptography-i","Cryptography I","Coursera","Stanford University","Theoretical Computer Science","English","encryption,publickey,ciphers,crypto,integrity,cryptography,cca,key","21","4.6190476","57","2","10.0"
"https://www.class-central.com/mooc/616/coursera-cryptography-i","Cryptography I","Coursera","Stanford University","Theoretical Computer Science","English","encryption,publickey,ciphers,crypto,integrity,cryptography,cca,key","21","4.6190476","60","1","5.0"
"https://www.class-central.com/mooc/616/coursera-cryptography-i","Cryptography I","Coursera","Stanford University","Theoretical Computer Science","English","encryption,publickey,ciphers,crypto,integrity,cryptography,cca,key","21","4.6190476","61","2","10.0"
"https://www.class-central.com/mooc/376/coursera-automata","Automata","Coursera","Stanford University","Theoretical Computer Science","English","automata,proofs,contextfree,regular,intractable,turing,grammars,finite","21","4.2380953","13","1","4.5"
"https://www.class-central.com/mooc/376/coursera-automata","Automata","Coursera","Stanford University","Theoretical Computer Science","English","automata,proofs,contextfree,regular,intractable,turing,grammars,finite","21","4.2380953","14","1","4.0"
"https://www.class-central.com/mooc/376/coursera-automata","Automata","Coursera","Stanford University","Theoretical Computer Science","English","automata,proofs,contextfree,regular,intractable,turing,grammars,finite","21","4.2380953","20","1","2.5"
"https://www.class-central.com/mooc/376/coursera-automata","Automata","Coursera","Stanford University","Theoretical Computer Science","English","automata,proofs,contextfree,regular,intractable,turing,grammars,finite","21","4.2380953","21","1","5.0"
"https://www.class-central.com/mooc/376/coursera-automata","Automata","Coursera","Stanford University","Theoretical Computer Science","English","automata,proofs,contextfree,regular,intractable,turing,grammars,finite","21","4.2380953","29","2","9.0"
"https://www.class-central.com/mooc/376/coursera-automata","Automata","Coursera","Stanford University","Theoretical Computer Science","English","automata,proofs,contextfree,regular,intractable,turing,grammars,finite","21","4.2380953","32","2","8.0"
"https://www.class-central.com/mooc/376/coursera-automata","Automata","Coursera","Stanford University","Theoretical Computer Science","English","automata,proofs,contextfree,regular,intractable,turing,grammars,finite","21","4.2380953","33","1","4.5"
"https://www.class-central.com/mooc/376/coursera-automata","Automata","Coursera","Stanford University","Theoretical Computer Science","English","automata,proofs,contextfree,regular,intractable,turing,grammars,finite","21","4.2380953","39","1","4.0"
"https://www.class-central.com/mooc/376/coursera-automata","Automata","Coursera","Stanford University","Theoretical Computer Science","English","automata,proofs,contextfree,regular,intractable,turing,grammars,finite","21","4.2380953","41","1","4.0"
"https://www.class-central.com/mooc/376/coursera-automata","Automata","Coursera","Stanford University","Theoretical Computer Science","English","automata,proofs,contextfree,regular,intractable,turing,grammars,finite","21","4.2380953","44","1","4.5"
"https://www.class-central.com/mooc/376/coursera-automata","Automata","Coursera","Stanford University","Theoretical Computer Science","English","automata,proofs,contextfree,regular,intractable,turing,grammars,finite","21","4.2380953","47","1","4.0"
"https://www.class-central.com/mooc/376/coursera-automata","Automata","Coursera","Stanford University","Theoretical Computer Science","English","automata,proofs,contextfree,regular,intractable,turing,grammars,finite","21","4.2380953","50","2","8.0"
"https://www.class-central.com/mooc/376/coursera-automata","Automata","Coursera","Stanford University","Theoretical Computer Science","English","automata,proofs,contextfree,regular,intractable,turing,grammars,finite","21","4.2380953","51","1","5.0"
"https://www.class-central.com/mooc/376/coursera-automata","Automata","Coursera","Stanford University","Theoretical Computer Science","English","automata,proofs,contextfree,regular,intractable,turing,grammars,finite","21","4.2380953","52","1","5.0"
"https://www.class-central.com/mooc/376/coursera-automata","Automata","Coursera","Stanford University","Theoretical Computer Science","English","automata,proofs,contextfree,regular,intractable,turing,grammars,finite","21","4.2380953","53","1","5.0"
"https://www.class-central.com/mooc/376/coursera-automata","Automata","Coursera","Stanford University","Theoretical Computer Science","English","automata,proofs,contextfree,regular,intractable,turing,grammars,finite","21","4.2380953","57","1","4.0"
"https://www.class-central.com/mooc/376/coursera-automata","Automata","Coursera","Stanford University","Theoretical Computer Science","English","automata,proofs,contextfree,regular,intractable,turing,grammars,finite","21","4.2380953","61","2","8.0"
